Politician,Ticker,Annualized Percentage Profit,Purchase Transaction IDs,Sell Transaction IDs,Total Purchase Amount,Total Sell Amount
Ro Khanna,SNPS,0.0,"[20003749925, 20003750243]","[20003741718, 20003742265]",16000.0,16000.0
Ro Khanna,SNPS,0.0,"[20003722980, 20003723139]","[20003716457, 20003716798]",16000.0,16000.0
Ro Khanna,SNPS,0.0,"[20003747861, 20003748211, 20003707472]",[20003698724],24000.0,8000.0
Ro Khanna,SNV,0.0,"[20003761863, 20003753010]",[20003741818],16000.0,8000.0
Ro Khanna,SNX,-91.89455312495862,[20003742083],[20003742383],8000.0,8000.0
Ro Khanna,SNY,0.0,"[20003770780, 20003768946]","[20003767700, 20003767214]",16000.0,16000.0
Ro Khanna,SO,-20.032921010295766,[20003764969],[20003765360],8000.0,8000.0
Ro Khanna,SO,0.0,"[20003762883, 20003684426]",[20003687021],16000.0,8000.0
Ro Khanna,SPG,0.0,[20003771349],"[20003770697, 20003765787]",8000.0,16000.0
Ro Khanna,SPG,140.10542760333163,[20003765848],[20003765871],32500.0,8000.0
Ro Khanna,SPG,0.0,[20003765207],"[20003765384, 20003765405, 20003764341]",8000.0,24000.0
Ro Khanna,SPG,0.0,"[20003762575, 20003754680, 20003754972]",[20003753191],24000.0,32500.0
Ro Khanna,SPG,0.0,[20003749976],"[20003750097, 20003741743]",8000.0,16000.0
Ro Khanna,SPG,0.0,[20003741878],[20003742402],32500.0,8000.0
Ro Khanna,SPG,0.0,"[20003722704, 20003722907]",[20003723301],16000.0,32500.0
Ro Khanna,SPG,0.0,"[20003716671, 20003707413]",[20003688408],16000.0,8000.0
Ro Khanna,SPGI,0.0,[20003770660],"[20003770785, 20003769766]",8000.0,83000.0
Ro Khanna,SPGI,0.0,"[20003765766, 20003764084]","[20003764152, 20003760150]",16000.0,40500.0
Ro Khanna,SPGI,0.0,"[20003757213, 20003757361]","[20003756000, 20003756104]",40500.0,16000.0
Ro Khanna,SPGI,0.0,[20003749869],"[20003742179, 20003742469, 20003742491, 20003716407]",8000.0,105500.0
Ro Khanna,SPGI,0.0,"[20003716536, 20003747865]",[20003748295],40500.0,32500.0
Ro Khanna,SPGI,0.0,"[20003707368, 20003698576, 20003684194, 20003684245]","[20003687068, 20003688361, 20003671150]",56500.0,48500.0
Ro Khanna,SPLK,0.0,[20003760662],[20003742354],8000.0,8000.0
Ro Khanna,SPOT,0.0,[20003760448],"[20003756012, 20003756106, 20003754832]",8000.0,24000.0
Ro Khanna,SPOT,0.0,"[20003749938, 20003742008]","[20003742256, 20003723062, 20003723081]",16000.0,24000.0
Ro Khanna,SPOT,0.0,"[20003723153, 20003716382]","[20003716822, 20003748724, 20003748923]",16000.0,24000.0
Ro Khanna,SPOT,0.0,"[20003708172, 20003707459, 20003684173, 20003684238, 20003686481]",[20003687914],40000.0,8000.0
Ro Khanna,SQ,0.0,[20003761570],"[20003757571, 20003756100]",8000.0,16000.0
Ro Khanna,SQ,0.0,"[20003754752, 20003755019]","[20003750135, 20003750344]",16000.0,16000.0
Ro Khanna,SQ,0.0,"[20003741561, 20003741967, 20003741978]","[20003716302, 20003716305, 20003716309, 20003747811]",24000.0,32000.0
Ro Khanna,SQ,0.0,[20003708177],"[20003708495, 20003707325]",8000.0,16000.0
Ro Khanna,SQ,0.0,"[20003707457, 20003684124, 20003684209]",[20003671164],48500.0,8000.0
Ro Khanna,SRE,0.0,"[20003772273, 20003765697]",[20003764477],16000.0,8000.0
Ro Khanna,SRE,0.0,"[20003762879, 20003684903]",[20003687124],16000.0,8000.0
Ro Khanna,SSNC,0.0,"[20003767556, 20003767728]","[20003764276, 20003762740]",16000.0,107500.0
Ro Khanna,SSNC,0.0,"[20003760190, 20003760555, 20003760568, 20003760569, 20003760571, 20003760573, 20003760613, 20003760614, 20003757186, 20003757387, 20003757399, 20003757400, 20003757402, 20003757403, 20003757406, 20003757430]",[20003755953],152500.0,8000.0
Ro Khanna,SSNC,0.0,[20003756019],[20003756076],8000.0,8000.0
Ro Khanna,SSNC,0.0,"[20003756121, 20003756127, 20003756129, 20003756130, 20003756131]","[20003756234, 20003753050]",64500.0,16000.0
Ro Khanna,ST,0.0,"[20003767619, 20003766933, 20003767116, 20003765814]","[20003765826, 20003764292, 20003762737]",32000.0,140000.0
Ro Khanna,ST,0.0,"[20003758759, 20003760191, 20003760192, 20003760542, 20003760545, 20003760554, 20003760578, 20003760579, 20003760586, 20003760625, 20003757413, 20003756020, 20003756120, 20003756128, 20003754583, 20003754942, 20003754944, 20003754968, 20003754970]",[20003751851],274500.0,8000.0
Ro Khanna,ST,0.0,"[20003742024, 20003716387]","[20003708251, 20003707582]",16000.0,16000.0
Ro Khanna,STE,0.0,"[20003770659, 20003768664, 20003764065]","[20003754793, 20003753074, 20003753192]",24000.0,48500.0
Ro Khanna,STE,0.0,"[20003741458, 20003741976, 20003742061, 20003716609]",[20003748354],32000.0,8000.0
Ro Khanna,STM,0.0,"[20003772158, 20003771438, 20003768976, 20003765819]",[20003761924],32000.0,8000.0
Ro Khanna,STT,0.0,[20003772271],[20003770705],8000.0,8000.0
Ro Khanna,STT,0.0,"[20003770835, 20003768900]","[20003769089, 20003767704]",16000.0,16000.0
Ro Khanna,STT,-130.4639752826984,"[20003767144, 20003765724]",[20003765809],16000.0,8000.0
Ro Khanna,STT,0.0,[20003765851],"[20003765387, 20003765400, 20003764119, 20003764356]",32500.0,32000.0
Ro Khanna,STT,0.0,"[20003754708, 20003752986, 20003751737]","[20003750314, 20003741739]",24000.0,40500.0
Ro Khanna,STT,0.0,"[20003741839, 20003722702, 20003722905]","[20003723319, 20003716481]",48500.0,16000.0
Ro Khanna,STT,0.0,"[20003748566, 20003708147]",[20003698684],16000.0,8000.0
Ro Khanna,STX,0.0,"[20003760449, 20003757235, 20003757409]",[20003750112],24000.0,8000.0
Ro Khanna,STX,0.0,"[20003750253, 20003741520]","[20003742291, 20003723388]",16000.0,16000.0
Ro Khanna,STZ,0.0,"[20003770636, 20003770834]",[20003769097],16000.0,8000.0
Ro Khanna,STZ,0.0,"[20003764014, 20003764198, 20003762642]",[20003761918],48500.0,32500.0
Ro Khanna,STZ,0.0,[20003760910],[20003758850],32500.0,8000.0
Ro Khanna,STZ,0.0,[20003760562],"[20003757320, 20003757603, 20003753194, 20003741804]",8000.0,56500.0
Ro Khanna,STZ,0.0,[20003722994],[20003716722],8000.0,32500.0
Ro Khanna,STZ,0.0,"[20003748104, 20003748583, 20003708182, 20003698577, 20003684652]",[20003687075],64500.0,8000.0
Ro Khanna,SUI,-211.68992790364643,[20003754689],[20003754855],8000.0,8000.0
Ro Khanna,SUI,0.0,[20003755009],[20003750331],8000.0,8000.0
Ro Khanna,SUI,0.0,[20003741893],[20003716732],32500.0,32500.0
Ro Khanna,SUI,0.0,[20003688099],[20003688372],32500.0,32500.0
Ro Khanna,SWK,0.0,"[20003762610, 20003762709]","[20003753055, 20003753218]",16000.0,16000.0
Ro Khanna,SWK,0.0,"[20003751749, 20003749981]",[20003741741],16000.0,8000.0
Ro Khanna,SWK,0.0,"[20003722731, 20003722934, 20003722983]","[20003723296, 20003716501, 20003716768, 20003748358, 20003748682]",24000.0,64500.0
Ro Khanna,SWK,0.0,"[20003707391, 20003698585, 20003685324]",[20003688429],24000.0,8000.0
Ro Khanna,SWKS,0.0,[20003754993],[20003753051],8000.0,8000.0
Ro Khanna,SWKS,0.0,"[20003741527, 20003741937]","[20003742245, 20003722791, 20003723051]",16000.0,24000.0
Ro Khanna,SWKS,0.0,[20003723186],[20003747978],8000.0,8000.0
Ro Khanna,SWKS,0.0,[20003708098],"[20003707539, 20003698704]",8000.0,16000.0
Ro Khanna,SYF,0.0,"[20003764068, 20003764229]",[20003762773],16000.0,8000.0
Ro Khanna,SYF,0.0,[20003762902],"[20003761733, 20003760147]",8000.0,16000.0
Ro Khanna,SYF,-53.73017799538655,[20003749949],[20003750138],8000.0,8000.0
Ro Khanna,SYF,0.0,[20003750247],[20003741794],8000.0,8000.0
Ro Khanna,SYF,0.0,[20003722976],"[20003723363, 20003748068]",8000.0,16000.0
Ro Khanna,SYF,0.0,[20003748625],[20003708231],8000.0,8000.0
Ro Khanna,SYK,0.0,"[20003770616, 20003770846, 20003769619, 20003768606]",[20003768702],32000.0,32500.0
Ro Khanna,SYK,0.0,[20003768790],"[20003768988, 20003767047, 20003764992, 20003764996, 20003765337, 20003765339]",32500.0,115000.0
Ro Khanna,SYK,0.0,"[20003763886, 20003764469]","[20003762557, 20003762906]",16000.0,16000.0
Ro Khanna,SYK,0.0,"[20003760795, 20003761046]","[20003755942, 20003756078, 20003756225]",16000.0,24000.0
Ro Khanna,SYK,0.0,"[20003754627, 20003754902, 20003755023, 20003752881, 20003752882, 20003752883, 20003752885, 20003752887, 20003752888, 20003752978, 20003753117, 20003751744, 20003749968, 20003750038]","[20003750299, 20003741686]",136500.0,83000.0
Ro Khanna,SYK,0.0,"[20003741906, 20003749009, 20003722635, 20003722838]","[20003723435, 20003723460, 20003723485, 20003720091, 20003720103, 20003720115, 20003716415, 20003716771]",56500.0,113000.0
Ro Khanna,SYK,0.0,"[20003747844, 20003747869, 20003748093]","[20003748651, 20003748855]",48500.0,40500.0
Ro Khanna,SYY,0.0,"[20003772036, 20003772272, 20003771296, 20003771301, 20003771302, 20003771305, 20003771306, 20003771320, 20003771534, 20003771536, 20003771538, 20003771539, 20003771542, 20003768635, 20003768864]","[20003767712, 20003767083]",120000.0,16000.0
Ro Khanna,SYY,0.0,"[20003765070, 20003765224, 20003764092]",[20003764413],24000.0,8000.0
Ro Khanna,SYY,0.0,"[20003761686, 20003761870]","[20003760870, 20003761008, 20003758724]",16000.0,24000.0
Ro Khanna,SYY,0.0,[20003757231],[20003741800],8000.0,8000.0
Ro Khanna,SYY,0.0,"[20003741974, 20003722988, 20003748184]","[20003748666, 20003748870]",24000.0,16000.0
Ro Khanna,T,0.0,"[20003768626, 20003768815]",[20003767692],40500.0,8000.0
Ro Khanna,T,0.0,"[20003766947, 20003765751]",[20003765076],16000.0,8000.0
Ro Khanna,T,0.0,"[20003765186, 20003763888]","[20003764373, 20003762758]",16000.0,40500.0
Ro Khanna,T,0.0,"[20003762899, 20003761652]","[20003761006, 20003760146, 20003760194]",16000.0,24000.0
Ro Khanna,T,-26.180374686051113,[20003760612],"[20003760677, 20003760694, 20003760713, 20003760715]",8000.0,123500.0
Ro Khanna,T,-2443.3057952494614,"[20003757207, 20003757375]","[20003757536, 20003756174]",40500.0,16000.0
Ro Khanna,T,-119.09273287813276,[20003754594],[20003754776],32500.0,32500.0
Ro Khanna,T,0.0,"[20003754891, 20003752946]","[20003753179, 20003751815, 20003751816, 20003751822, 20003750044]",83000.0,131500.0
Ro Khanna,T,275.0150825986045,[20003750167],[20003750360],75000.0,8000.0
Ro Khanna,T,0.0,"[20003741442, 20003741569, 20003742153]","[20003742189, 20003722523]",48500.0,65000.0
Ro Khanna,T,0.0,"[20003722659, 20003722862]","[20003723344, 20003716444]",16000.0,16000.0
Ro Khanna,T,0.0,"[20003716543, 20003716588, 20003747868, 20003747905, 20003748119, 20003748488]",[20003748641],97000.0,32500.0
Ro Khanna,T,0.0,[20003748742],[20003748853],32500.0,75000.0
Ro Khanna,T,0.0,"[20003708086, 20003708277]","[20003707487, 20003698656]",65000.0,107500.0
Ro Khanna,TAP,0.0,[20003760957],[20003707584],8000.0,8000.0
Ro Khanna,TD,73.99891388437148,"[20003764917, 20003764999, 20003765128, 20003765322]",[20003765381],333000.0,8000.0
Ro Khanna,TDG,0.0,"[20003748947, 20003748954, 20003748961]",[20002388356],73000.0,32500.0
Ro Khanna,TDOC,0.0,[20003758695],[20003723385],8000.0,8000.0
Ro Khanna,TDY,0.0,[20003769692],"[20003769084, 20003769122]",8000.0,16000.0
Ro Khanna,TDY,0.0,"[20003767611, 20003767147]","[20003765266, 20003754886]",16000.0,16000.0
Ro Khanna,TDY,0.0,[20003752982],[20003750142],8000.0,8000.0
Ro Khanna,TDY,0.0,"[20003750251, 20003741590]",[20003748705],16000.0,8000.0
Ro Khanna,TEAM,0.0,"[20003763838, 20003758791]","[20003760163, 20003757579, 20003755981, 20003756058]",16000.0,32000.0
Ro Khanna,TEAM,0.0,"[20003755026, 20003750040]","[20003741757, 20003742342]",16000.0,16000.0
Ro Khanna,TEAM,0.0,"[20003722746, 20003722949, 20003722985, 20003723192, 20003716646, 20003747930, 20003748169, 20003707259]",[20003707326],64000.0,8000.0
Ro Khanna,TECH,0.0,[20003768681],[20003765118],8000.0,8000.0
Ro Khanna,TECH,0.0,[20003764052],[20003762798],8000.0,8000.0
Ro Khanna,TECH,0.0,[20003761847],[20003761013],8000.0,8000.0
Ro Khanna,TECH,0.0,[20003757447],"[20003741746, 20003742254, 20003742403, 20003723381]",8000.0,32000.0
Ro Khanna,TECH,0.0,"[20003716562, 20003747910]","[20003748045, 20003748402]",40500.0,16000.0
Ro Khanna,TEL,0.0,"[20003770752, 20003768650, 20003768816]","[20003769031, 20003765245]",48500.0,65000.0
Ro Khanna,TEL,0.0,[20003764011],"[20003760477, 20003751803, 20003750159]",8000.0,48500.0
Ro Khanna,TEL,0.0,"[20003750190, 20003741625, 20003741874]","[20003722786, 20003723046, 20003723297]",73000.0,48500.0
Ro Khanna,TEL,0.0,[20003716591],[20003707546],8000.0,8000.0
Ro Khanna,TER,0.0,[20003764078],"[20003757336, 20003757599, 20003753041, 20003753216]",8000.0,32000.0
Ro Khanna,TER,0.0,"[20003741487, 20003741988]","[20003723097, 20003723328, 20003716476]",16000.0,24000.0
Ro Khanna,TER,0.0,"[20003708134, 20003698613, 20003684947]",[20003687203],24000.0,8000.0
Ro Khanna,TFC,0.0,"[20003766997, 20003765730]",[20003765862],16000.0,32500.0
Ro Khanna,TFC,-156.05706749629022,"[20003764938, 20003764951, 20003764954, 20003765036]",[20003765098],32000.0,8000.0
Ro Khanna,TFC,0.0,"[20003765298, 20003765341, 20003764205, 20003764449]",[20003762650],81000.0,8000.0
Ro Khanna,TFC,0.0,"[20003762868, 20003762881, 20003761578, 20003761589, 20003761624]",[20003761946],40000.0,8000.0
Ro Khanna,TFC,0.0,"[20003762004, 20003760792, 20003761041, 20003758761, 20003760069]","[20003760086, 20003760089, 20003760709]",40000.0,48500.0
Ro Khanna,TFC,0.0,[20003760768],"[20003757513, 20003755932, 20003756055, 20003756219, 20003754813]",8000.0,64500.0
Ro Khanna,TFC,0.0,[20003754910],[20003753033],32500.0,8000.0
Ro Khanna,TFC,0.0,"[20003749864, 20003750178, 20003741453]",[20003742241],73000.0,32500.0
Ro Khanna,TFC,0.0,"[20003742435, 20003722438]","[20003722758, 20003723018]",83000.0,16000.0
Ro Khanna,TFC,0.0,"[20003723161, 20003716280, 20003716857]","[20003748005, 20003748386]",24000.0,16000.0
Ro Khanna,TFC,0.0,"[20003748581, 20003748839, 20003708132, 20003708383]",[20003707303],32000.0,8000.0
Ro Khanna,TFC,0.0,"[20003707434, 20003684162, 20003684188, 20003684547]","[20003687073, 20003688343]",32000.0,40500.0
Ro Khanna,TFX,0.0,[20003767006],[20003753032],8000.0,8000.0
Ro Khanna,TFX,0.0,[20003741505],[20003742346],8000.0,8000.0
Ro Khanna,TFX,0.0,[20003716383],[20003747993],8000.0,8000.0
Ro Khanna,TFX,0.0,"[20003748569, 20003748801]","[20003708255, 20003708471]",16000.0,16000.0
Ro Khanna,TFX,0.0,[20003686124],[20003686984],8000.0,8000.0
Ro Khanna,TGT,0.0,"[20003769611, 20003768549]",[20003768712],16000.0,8000.0
Ro Khanna,TGT,-302.44568984945187,"[20003768843, 20003767551, 20003767645, 20003767722]","[20003767753, 20003767759, 20003767765]",32000.0,24000.0
Ro Khanna,TGT,0.0,"[20003766921, 20003766945, 20003767236]",[20003765781],24000.0,8000.0
Ro Khanna,TGT,0.0,"[20003764944, 20003764963, 20003764976, 20003764982, 20003765326, 20003765330, 20003765331, 20003765332, 20003764028]",[20003764304],72000.0,32500.0
Ro Khanna,TGT,0.0,"[20003761641, 20003758676]",[20003760476],16000.0,8000.0
Ro Khanna,TGT,0.0,"[20003754607, 20003754958]",[20003753016],16000.0,8000.0
Ro Khanna,TGT,-835.6060139887512,[20003741544],[20003742257],8000.0,8000.0
Ro Khanna,TGT,0.0,"[20003722995, 20003716340]","[20003716782, 20003748051, 20003748661, 20003748901, 20003708216, 20003707500]",16000.0,72500.0
Ro Khanna,TJX,0.0,"[20003772086, 20003771338]",[20003770678],16000.0,32500.0
Ro Khanna,TJX,0.0,[20003768796],"[20003768991, 20003760122]",32500.0,83000.0
Ro Khanna,TJX,0.0,[20003757269],"[20003755983, 20003756061]",8000.0,16000.0
Ro Khanna,TJX,0.0,"[20003754672, 20003754943]",[20003753017],40500.0,8000.0
Ro Khanna,TJX,0.0,[20003753125],[20003751778],8000.0,32500.0
Ro Khanna,TJX,0.0,"[20003741463, 20003742101]","[20003722763, 20003723023]",16000.0,16000.0
Ro Khanna,TJX,0.0,"[20003723102, 20003716597]","[20003747971, 20003748302]",83000.0,40500.0
Ro Khanna,TJX,0.0,"[20003748491, 20003748760, 20003708069, 20003708099, 20003707387]",[20003698683],89000.0,8000.0
Ro Khanna,TJX,0.0,"[20003684193, 20003684246, 20003684420, 20003684906]","[20003687040, 20003688363]",32000.0,40500.0
Ro Khanna,TMO,0.0,"[20003771430, 20003770632, 20003769606]",[20003768697],24000.0,32500.0
Ro Khanna,TMO,-470.15668687268635,"[20003768812, 20003768842]",[20003769170],40500.0,32500.0
Ro Khanna,TMO,0.0,"[20003767628, 20003767091]","[20003765785, 20003765268]",40500.0,16000.0
Ro Khanna,TMO,0.0,[20003763942],"[20003764313, 20003764316, 20003761936]",32500.0,73000.0
Ro Khanna,TMO,0.0,[20003758763],[20003760493],8000.0,8000.0
Ro Khanna,TMO,0.0,[20003760544],[20003760704],32500.0,32500.0
Ro Khanna,TMO,0.0,[20003757381],[20003757517],32500.0,32500.0
Ro Khanna,TMO,0.0,"[20003754663, 20003754750]",[20003753182],16000.0,32500.0
Ro Khanna,TMO,0.0,"[20003749947, 20003749954, 20003750174]",[20003741666],48500.0,32500.0
Ro Khanna,TMO,0.0,"[20003741838, 20003741883, 20003722729, 20003722932]",[20003716685],81000.0,75000.0
Ro Khanna,TMUS,0.0,"[20003769799, 20003768577, 20003768840]","[20003767024, 20003767222]",48500.0,16000.0
Ro Khanna,TMUS,0.0,[20003765720],"[20003765870, 20003765075]",8000.0,16000.0
Ro Khanna,TMUS,0.0,"[20003765202, 20003762582]","[20003762734, 20003761720, 20003760158]",16000.0,91000.0
Ro Khanna,TMUS,0.0,"[20003757172, 20003754572, 20003754609, 20003754703, 20003754945]",[20003741685],40000.0,8000.0
Ro Khanna,TMUS,0.0,"[20003716339, 20003716665]",[20003747976],16000.0,8000.0
Ro Khanna,TMUS,0.0,"[20003748202, 20003748573]",[20003748873],16000.0,8000.0
Ro Khanna,TMUS,0.0,"[20003708119, 20003708313]","[20003707565, 20003698662]",16000.0,16000.0
Ro Khanna,TMUS,0.0,"[20003684424, 20003685410]","[20003686919, 20003688330]",16000.0,107500.0
Ro Khanna,TPR,0.0,[20003769672],"[20003764120, 20003762653]",8000.0,16000.0
Ro Khanna,TPR,0.0,[20003741537],"[20003742293, 20003742377, 20003722787, 20003723047]",8000.0,32000.0
Ro Khanna,TPR,0.0,[20003723147],"[20003748026, 20003748406]",8000.0,16000.0
Ro Khanna,TRMB,0.0,"[20003762608, 20003761669]",[20003761985],16000.0,8000.0
Ro Khanna,TRMB,0.0,[20003758811],"[20003751845, 20003741736, 20003742306, 20003742343]",8000.0,32000.0
Ro Khanna,TRMB,0.0,[20003723175],"[20003716777, 20003748685]",8000.0,16000.0
Ro Khanna,TRMB,0.0,[20003708131],[20003698710],8000.0,8000.0
Ro Khanna,TROW,0.0,"[20003770763, 20003768675, 20003768836]","[20003769046, 20003767703]",24000.0,16000.0
Ro Khanna,TROW,0.0,"[20003767002, 20003767140]","[20003765102, 20003764111, 20003764363]",16000.0,24000.0
Ro Khanna,TROW,0.0,"[20003761817, 20003754716, 20003751729, 20003749955]",[20003741674],32000.0,8000.0
Ro Khanna,TROW,-96.17416396555853,[20003741903],[20003742247],8000.0,8000.0
Ro Khanna,TROW,0.0,[20003716344],"[20003764844, 20003747983, 20003748016]",8000.0,24000.0
Ro Khanna,TROW,0.0,[20003748122],[20003748863],32500.0,32500.0
Ro Khanna,TRU,0.0,[20003761667],[20003757309],8000.0,8000.0
Ro Khanna,TRU,0.0,[20003754722],[20003753027],8000.0,8000.0
Ro Khanna,TRU,0.0,"[20003741477, 20003741943]","[20003742205, 20003722784, 20003723044]",16000.0,48500.0
Ro Khanna,TRU,0.0,"[20003723130, 20003716359]","[20003716766, 20003748058]",40500.0,16000.0
Ro Khanna,TRU,0.0,"[20003748147, 20003748615]",[20003708506],16000.0,8000.0
Ro Khanna,TRU,0.0,[20003707476],"[20003688389, 20003671166]",8000.0,16000.0
Ro Khanna,TRV,0.0,[20003768895],[20003767678],8000.0,8000.0
Ro Khanna,TRV,0.0,[20003765168],[20003762813],8000.0,8000.0
Ro Khanna,TRV,0.0,"[20003761877, 20003754610, 20003753134]","[20003751819, 20003741761]",24000.0,16000.0
Ro Khanna,TRV,0.0,"[20003722739, 20003722942]",[20003748683],16000.0,8000.0
Ro Khanna,TRV,0.0,[20003708319],[20003707525],8000.0,8000.0
Ro Khanna,TSCO,0.0,[20003769634],[20003768730],8000.0,8000.0
Ro Khanna,TSCO,0.0,"[20003768907, 20003765731]","[20003754842, 20003742339, 20003742430]",16000.0,24000.0
Ro Khanna,TSLA,0.0,[20003772073],"[20003772229, 20003771360, 20003770714, 20003769752]",32500.0,123500.0
Ro Khanna,TSLA,0.0,"[20003768649, 20003767017, 20003765742, 20003765009, 20003763951, 20003764212]","[20003762645, 20003762750]",72500.0,65000.0
Ro Khanna,TSLA,0.0,"[20003761619, 20003761769, 20003760834]","[20003760973, 20003758709]",115500.0,83000.0
Ro Khanna,TSLA,0.0,[20003758767],"[20003760076, 20003760468]",8000.0,40500.0
Ro Khanna,TSLA,0.0,"[20003760540, 20003760602]","[20003757280, 20003757507]",40500.0,107500.0
Ro Khanna,TSLA,1946.2779095941694,"[20003755905, 20003755909]","[20003755929, 20003756023, 20003754577]",16000.0,48500.0
Ro Khanna,TSLA,0.0,[20003754593],[20003754794],32500.0,8000.0
Ro Khanna,TSLA,0.0,[20003754947],"[20003752908, 20003753040]",8000.0,16000.0
Ro Khanna,TSLA,0.0,[20003753148],[20003751679],8000.0,8000.0
Ro Khanna,TSLA,0.0,"[20003751694, 20003749909, 20003749980, 20003741365]","[20003741640, 20003742167, 20003722550]",123500.0,115500.0
Ro Khanna,TSLA,0.0,"[20003722603, 20003722610, 20003722806, 20003722813, 20003716279]","[20003716308, 20003716461]",138000.0,16000.0
Ro Khanna,TSLA,0.0,[20003716533],"[20003747794, 20003747800]",32500.0,16000.0
Ro Khanna,TSLA,0.0,[20003748486],[20003707272],8000.0,8000.0
Ro Khanna,TSLA,0.0,[20003707415],[20003698497],8000.0,8000.0
Ro Khanna,TSM,0.0,[20003772219],[20003772263],8000.0,8000.0
Ro Khanna,TSM,0.0,"[20003771459, 20003765817, 20003765818, 20003760899]","[20003723434, 20003723459, 20003723484, 20003720097, 20003720109, 20003720121]",56500.0,97000.0
Ro Khanna,TSN,0.0,"[20003767615, 20003765219]","[20003764108, 20003764328, 20003762652]",16000.0,48500.0
Ro Khanna,TSN,0.0,"[20003762712, 20003760842, 20003760939, 20003758670]",[20003760495],32000.0,8000.0
Ro Khanna,TSN,0.0,"[20003760620, 20003754667]","[20003754872, 20003753211, 20003748349]",16000.0,24000.0
Ro Khanna,TT,0.0,"[20003768680, 20003768824]","[20003769037, 20003767174]",40500.0,65000.0
Ro Khanna,TT,0.0,[20003765723],[20003765082],8000.0,8000.0
Ro Khanna,TT,0.0,"[20003751761, 20003749946, 20003750242]","[20003741705, 20003742380]",24000.0,16000.0
Ro Khanna,TT,0.0,"[20003722708, 20003722725, 20003722911, 20003722928]","[20003723299, 20003716439]",32000.0,40500.0
Ro Khanna,TT,0.0,[20003716559],[20003748311],32500.0,8000.0
Ro Khanna,TT,0.0,"[20003707392, 20003698544, 20003685254]","[20003687155, 20003687218, 20003688379]",24000.0,48500.0
Ro Khanna,TTD,149.82307546414305,"[20003741629, 20003742030]",[20003742310],16000.0,8000.0
Ro Khanna,TTD,-241.02751323986251,[20003722989],[20003723087],8000.0,8000.0
Ro Khanna,TTD,0.0,[20003723220],[20003748074],8000.0,8000.0
Ro Khanna,TTWO,0.0,[20003765062],"[20003763907, 20003763911, 20003763912, 20003763914, 20003763915]",8000.0,40000.0
Ro Khanna,TTWO,0.0,[20003764060],"[20003764487, 20003764489, 20003764490, 20003764492, 20003764493, 20003762816]",8000.0,48000.0
Ro Khanna,TTWO,0.0,[20003760949],[20003758889],8000.0,8000.0
Ro Khanna,TTWO,0.0,[20003760644],"[20003755958, 20003756101, 20003756240, 20003754826]",8000.0,32000.0
Ro Khanna,TTWO,0.0,[20003753145],[20003751825],8000.0,8000.0
Ro Khanna,TTWO,0.0,"[20003749931, 20003750258, 20003741384, 20003741599]","[20003741792, 20003742318]",32000.0,16000.0
Ro Khanna,TTWO,0.0,"[20003742450, 20003723182, 20003716352]","[20003748032, 20003748345]",24000.0,16000.0
Ro Khanna,TTWO,0.0,"[20003748598, 20003748790]",[20003698707],16000.0,8000.0
Ro Khanna,TWLO,0.0,"[20003741607, 20003742010, 20003742109]","[20003722595, 20003722779, 20003723039]",24000.0,24000.0
Ro Khanna,TWLO,0.0,[20003723179],"[20003716805, 20003748078]",8000.0,16000.0
Ro Khanna,TWLO,0.0,"[20003748235, 20003748628, 20003748833]","[20003707279, 20003707330, 20003698503]",24000.0,24000.0
Ro Khanna,TXN,0.0,"[20003772151, 20003770564, 20003770737, 20003770842]",[20003769703],56500.0,8000.0
Ro Khanna,TXN,0.0,[20003768551],[20003768724],8000.0,8000.0
Ro Khanna,TXN,0.0,[20003768792],"[20003769005, 20003765239]",32500.0,65000.0
Ro Khanna,TXN,115.20066262873084,[20003763879],[20003764307],8000.0,32500.0
Ro Khanna,TXN,0.0,[20003764464],"[20003762774, 20003761596]",8000.0,16000.0
Ro Khanna,TXN,0.0,[20003760800],"[20003760815, 20003761056, 20003760479, 20003755921, 20003756040, 20003756208]",8000.0,72500.0
Ro Khanna,TXN,0.0,"[20003754557, 20003754604, 20003754681, 20003754903, 20003754989, 20003752933, 20003751667]",[20003751780],80500.0,32500.0
Ro Khanna,TXN,0.0,"[20003751875, 20003749937, 20003750001, 20003750172]",[20003741660],56500.0,32500.0
Ro Khanna,TXN,0.0,"[20003742015, 20003722452, 20003722483, 20003722608, 20003722811]",[20003723269],113500.0,32500.0
Ro Khanna,TXN,0.0,[20003723415],"[20003723433, 20003723458, 20003723483, 20003716405]",8000.0,130000.0
Ro Khanna,TXN,0.0,"[20003716523, 20003716844, 20003747857, 20003747862]",[20003748278],99000.0,32500.0
Ro Khanna,TXN,0.0,"[20003748450, 20003748458, 20003748466, 20003748482, 20003748517, 20003748541]",[20003708191],48000.0,32500.0
Ro Khanna,TXN,0.0,"[20003708285, 20003708520, 20003708533, 20003708553, 20003708577, 20003708625, 20003707262, 20003707370, 20003707615]","[20003698699, 20003688328]",170000.0,83000.0
Ro Khanna,TXN,0.0,"[20003671226, 20003671232, 20003671277, 20003671293, 20001642440, 20001642499]","[20001634465, 20001634467]",48000.0,16000.0
Ro Khanna,TYL,0.0,[20003767012],[20003762793],8000.0,8000.0
Ro Khanna,TYL,0.0,[20003761840],[20003758884],8000.0,8000.0
Ro Khanna,TYL,0.0,[20003760637],[20003757624],8000.0,8000.0
